Well,Link_to_PDF_Well_Completion_report
"
PL 195, OEC DURHAM RANCH 63, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/42913/cr_42913_1.pdf
"
PL 195, AUS DURHAM RANCH 64, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/42902/cr_42902_1.pdf
"
PL 195, OEC DURHAM RANCH 54, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/42898/cr_42898_1.pdf
"
PL 195, OEC DURHAM RANCH 34, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/42983/cr_42983_1.pdf
"
PL 195, OEC DURHAM RANCH 46, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/42970/cr_42970_1.pdf
"
PL 195, OEC DURHAM RANCH 77, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/9f2db080-355b-4cc1-ad92-5991f8328ef6/resource/geo-doc419484-cr042710/download/%252FReport%25252f42710%25252fDocument%25252f419484%25252f42710.zip
"
PL 195, OEC DURHAM RANCH 40, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/9c13b8ff-a454-4e7d-9dd5-20126085deec/resource/geo-doc418663-cr039898/download/%252FReport%25252f39898%25252fDocument%25252f418663%25252f39898.zip
"
PL 195, OEC DURHAM RANCH 48, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/3eb55b53-30ac-43df-8e5a-744cb2e0d9e0/resource/geo-doc418237-cr039899/download/%252FReport%25252f39899%25252fDocument%25252f418237%25252f39899.zip
"
PL 195, OEC DURHAM RANCH 47, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/d8da7da9-93dc-4aa4-aeec-f7c3f3467691/resource/geo-doc418435-cr039799/download/%252FReport%25252f39799%25252fDocument%25252f418435%25252f39799.zip
"
PL 195, OEC DURHAM RANCH 59, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/39778/cr_39778_1.pdf
"
PL 195, OEC DURHAM RANCH 65, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/39757/cr_39757_1.pdf
"
PL 195, OEC DURHAM RANCH 55, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/42455/cr_42455_1.pdf
"
PL 195, OCA DURHAM RANCH 31, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/40362/cr_40362_1.pdf
"
PL 195, OEC DURHAM RANCH 60, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/40363/cr_40363_1.pdf
"
PL 195, OEC DURHAM RANCH 45, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/5f3008b2-04f5-422c-b5d0-eb5b8febb530/resource/geo-doc418964-cr040267/download/%252FReport%25252f40267%25252fDocument%25252f418964%25252f40267.zip
"
PL 195, OEC DURHAM RANCH 35, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/40505/cr_40505_1.pdf
"
PL 195, OEC DURHAM RANCH 58, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/40105/cr_40105_1.pdf
"
PL 195, OEC DURHAM RANCH 44, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/39984/cr_39984_1.pdf
"
PL 195, OEC DURHAM RANCH 69, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/40103/cr_40103_1.pdf
"
PL 195, OEC DURHAM RANCH 49, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/39779/cr_39779_1.pdf
"
PL 195, OCA DURHAM RANCH 25, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/39497/cr_39497_1.pdf
"
PL 195, OEC DURHAM RANCH 62, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/39046/cr_39046_1.pdf
"
PL 195, OCA DURHAM RANCH 20, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/39017/cr_39017_1.pdf
"
PL 195, OEC DURHAM RANCH 56, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/39018/cr_39018_1.pdf
"
PL 195, OCA DURHAM RANCH 22, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/39077/cr_39077_1.pdf
"
ATP 592, OER DURHAM RANCH 254, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/89556/cr_89556_1.pdf
"
ATP 592, OCA DURHAM RANCH 17, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/36968/cr_36968_1.pdf
"
PL 195, OER DURHAM RANCH PRECIPICE WI 3R, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/97311/cr_97311_1.pdf
"
PL 417, OER DURHAM RANCH 231H, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/70839fdb-04cc-4eac-9ebc-8cd1a49cff3e/resource/geo-doc660166-cr094910/download/%252FReport%25252f94910%25252fDocument%25252f660166%25252fcr_94910_1.pdf
"
PL 417, OER DURHAM RANCH 237H, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/9d8f1a4a-7a26-44c9-a61b-2e8b60d767b1/resource/geo-doc659737-cr094911/download/%252FReport%25252f94911%25252fDocument%25252f659737%25252fcr_94911_1.pdf
"
PL 195, OER DURHAM RANCH PRECIPICE WI 2, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/106874/cr_106874_1.pdf
"
PL 195, OER DURHAM RANCH PRECIPICE WI 3, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/106875/cr_106875_1.pdf
"
PL 417, OER DURHAM RANCH 236V, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/dbda66b8-4585-4866-8db6-d6f7d2cea33c/resource/geo-doc1033723-cr092664/download/%252FReport%252F92664%252FDocument%252F1033723%252Fcr_92664_1.pdf
"
PL 417, OER DURHAM RANCH 233H, WELL COMPLETION REPORT
",https://gsq-private.s3-ap-southeast-2.amazonaws.com/Report/94414/cr_94414_1.pdf
"
PL 417, OER DURHAM RANCH 238H, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/72c38969-bd56-41ee-a23a-e443e0526bf4/resource/geo-doc1305253-cr094433/download/%252FReport%25252f94433%25252fDocument%25252f1305253%25252fcr_94433_1.pdf
"
PL 417, OER DURHAM RANCH 235V, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/c55003f7-3e77-41f4-9d44-f29494953829/resource/geo-doc1033954-cr092663/download/%252FReport%252F92663%252FDocument%252F1033954%252Fcr_92663_1.pdf
"
PL 417, OER DURHAM RANCH 234V, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/9535adf3-e30e-4efa-bb57-f0b9f61828de/resource/geo-doc1033516-cr092662/download/%252FReport%252F92662%252FDocument%252F1033516%252Fcr_92662_1.pdf
"
ATP 592, OER DURHAM RANCH 253, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/90267/cr_90267_1.pdf
"
PL 195, OER DURHAM RANCH PRECIPICE WI 2R, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/103298/cr_103298_1.pdf
"
PL 195, OER DURHAM RANCH 282H, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/744de172-98e8-4960-9693-d2989988076b/resource/geo-doc511022-cr101880/download/%252FReport%252F101880%252FDocument%252F511022%252Fcr_101880_1.pdf
"
PL 416, OER DURHAM RANCH 299R, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/2dda5750-f756-40a0-8e49-e1f4847081dd/resource/geo-doc510513-cr101874/download/%252FReport%25252f101874%25252fDocument%25252f510513%25252fcr_101874_1.pdf
"
PL 195, AUS DURHAM RANCH 269O, WELL COMPLETION REPORT, (REVISED)
",https://geoscience.data.qld.gov.au/data/dataset/b9f173be-c3fc-4f7c-a479-776378b3cbf3/resource/geo-doc510558-cr101472/download/%252FReport%252F101472%252FDocument%252F510558%252Fcr_101472_1.pdf
"
ATP 592, OER DURHAM RANCH 242, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/83417/cr_83417_1.pdf
"
ATP 592, OER DURHAM RANCH 247, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/81598/cr_81598_1.pdf
"
PL 203, OER DURHAM RANCH 189R, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/81294/cr_81294_1.pdf
"
PL 203, AUS DURHAM RANCH 251H, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80855/cr_80855_1.pdf
"
PL 203, AUS DURHAM RANCH 251V, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/79936/cr_79936_1.pdf
"
PL 203, AUS DURHAM RANCH 122V, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/73881/cr_73881_1.pdf
"
PL 203, AUS DURHAM RANCH 122H, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/73892/cr_73892_1.pdf
"
ATP 592, AUS DURHAM RANCH 248, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/69433/cr_69433_1.pdf
"
ATP 592, AUS DURHAM RANCH 245, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/69431/cr_69431_1.pdf
"
PL 195, AUS DURHAM RANCH PRECIPICE WI 1, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/67494/cr_67494_1.pdf
"
ATP 592, OCA DURHAM RANCH 26, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/37712/cr_37712_1.pdf
"
ATP 592, OCA DURHAM RANCH 21, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/37686/cr_37686_1.pdf
"
ATP 592, OCA DURHAM RANCH 18, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/38116/cr_38116_1.pdf
"
ATP 592, TOG DURHAM RANCH 19, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/37834/cr_37834_1.pdf
"
ATP 592, OCA DURHAM RANCH 10, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/36962/cr_36962_1.pdf
"
ATP 592, OCA DURHAM RANCH 12, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/36964/cr_36964_1.pdf
"
ATP 592, OCA DURHAM RANCH 16, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/35213/cr_35213_1.pdf
"
ATP 592, OCA DURHAM RANCH 13, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/36965/cr_36965_1.pdf
"
ATP 592, OCA DURHAM RANCH 11, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/36963/cr_36963_1.pdf
"
ATP 592, OCA DURHAM RANCH 14, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/36966/cr_36966_1.pdf
"
ATP 592, OCA DURHAM RANCH 15, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/36967/cr_36967_1.pdf
"
ATP 592, TPC DURHAM RANCH 1, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/32858/cr_32858_1.tif
