Well,Link_to_PDF_Well_Completion_report
"
PL 195, OER DURHAM RANCH 244, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/90678/cr_90678_1.pdf
"
PL 417, OER DURHAM RANCH 359, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/130cabd3-dd9f-4077-8589-d72c2910a4c1/resource/geo-doc1033221-cr091117/download/%252FReport%25252f91117%25252fDocument%25252f1033221%25252fcr_91117_1.pdf
"
PL 417, OER DURHAM RANCH 362, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/2c6c39b0-09a5-4375-8e42-db7b73752795/resource/geo-doc1032961-cr090679/download/%252FReport%252F90679%252FDocument%252F1032961%252Fcr_90679_1.pdf
"
PL 417, OER DURHAM RANCH 375, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/a2aff0fd-ffb4-4e35-9001-c8f85d34f81d/resource/geo-doc1033814-cr090801/download/%252FReport%252F90801%252FDocument%252F1033814%252Fcr_90801_1.pdf
"
PL 195, OER DURHAM RANCH 271, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/90302/cr_90302_1.pdf
"
PL 417, OER DURHAM RANCH 140, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/0ba56e67-08e6-4afc-93f8-7945c4dc54ab/resource/geo-doc1033107-cr090017/download/%252FReport%252F90017%252FDocument%252F1033107%252Fcr_90017_1.pdf
"
PL 195, OER DURHAM RANCH 275, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/1ab1b036-0cef-4d26-a632-3ae2a7d6f790/resource/geo-doc513705-cr103319/download/%252FReport%25252f103319%25252fDocument%25252f513705%25252fcr_103319_1.pdf
"
PL 195, OER DURHAM RANCH 240, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/86664/cr_86664_1.pdf
"
PL 203, OER DURHAM RANCH 187, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/795b8152-5ef0-42e1-a983-4d80187f1db5/resource/geo-doc511668-cr102227/download/%252FReport%25252f102227%25252fDocument%25252f511668%25252fcr_102227_1.pdf
"
PL 195, AUS DURHAM RANCH 312, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/f019c315-2b7b-49e5-9b7d-72528b9a0b7c/resource/geo-doc510549-cr101866/download/%252FReport%252F101866%252FDocument%252F510549%252Fcr_101866_1.pdf
"
PL 195, OER DURHAM RANCH 318, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/4ca366cf-4143-4a43-b27b-b61973c60976/resource/geo-doc509658-cr101277/download/%252FReport%252F101277%252FDocument%252F509658%252Fcr_101277_1.pdf
"
PL 195, OER DURHAM RANCH 292, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/4f3c40fd-ee84-47e0-98a6-46d730004f59/resource/geo-doc509578-cr101272/download/%252FReport%252F101272%252FDocument%252F509578%252Fcr_101272_1.pdf
"
PL 195, OER DURHAM RANCH 284, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/b8573cb5-b92f-47c5-83ef-1abddeb07164/resource/geo-doc509618-cr101249/download/%252FReport%25252f101249%25252fDocument%25252f509618%25252fcr_101249_1.pdf
"
PL 195, AUS DURHAM RANCH 399, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/02f7236c-b0dd-4ef8-884b-a3804e9f6b94/resource/geo-doc510798-cr101904/download/%252FReport%252F101904%252FDocument%252F510798%252Fcr_101904_1.pdf
"
PL 195, AUS DURHAM RANCH 311, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/47a60bfc-84ba-4254-b675-c91b935db3ed/resource/geo-doc531061-cr101873/download/%252FReport%25252f101873%25252fDocument%25252f531061%25252fcr_101873_1.pdf
"
PL 195, AUS DURHAM RANCH 309, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/4ebc5cdf-6184-4b5b-adfd-7bd777f304ac/resource/geo-doc511127-cr101865/download/%252FReport%252F101865%252FDocument%252F511127%252Fcr_101865_1.pdf
"
PL 195, OER DURHAM RANCH 286, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/b75df785-3211-4389-a19c-8ea604226e0d/resource/geo-doc510164-cr101882/download/%252FReport%25252f101882%25252fDocument%25252f510164%25252fcr_101882_1.pdf
"
PL 416, AUS DURHAM RANCH 304, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/c2ea3416-a540-4788-80bd-7095b7965953/resource/geo-doc510591-cr101912/download/%252FReport%25252f101912%25252fDocument%25252f510591%25252fcr_101912_1.pdf
"
PL 195, AUS DURHAM RANCH 317, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/0dc5337b-2576-43c2-b32d-ce57a289ea39/resource/geo-doc509172-cr101371/download/%252FReport%252F101371%252FDocument%252F509172%252Fcr_101371_1.pdf
"
PL 416, OER DURHAM RANCH 299, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/6f21eef0-2ab7-44fc-a41e-d2ecec67c97e/resource/geo-doc510133-cr101518/download/%252FReport%252F101518%252FDocument%252F510133%252Fcr_101518_1.pdf
"
PL 195, AUS DURHAM RANCH 320, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/12854e62-14dc-4b38-87c9-28732e9ea238/resource/geo-doc510577-cr101876/download/%252FReport%25252f101876%25252fDocument%25252f510577%25252fcr_101876_1.pdf
"
PL 195, AUS DURHAM RANCH 319, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/466ff173-31a7-46d9-8f26-54f7bdf98553/resource/geo-doc509902-cr101279/download/%252FReport%252F101279%252FDocument%252F509902%252Fcr_101279_1.pdf
"
PL 414, OER DURHAM RANCH 324, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/8ebdd82c-199c-4530-8b4a-f66bd8b51838/resource/geo-doc509760-cr101284/download/%252FReport%25252f101284%25252fDocument%25252f509760%25252fcr_101284_1.pdf
"
PL 195, AUS DURHAM RANCH 314, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/31a3c8c4-7b75-462f-bfb0-d3758d939232/resource/geo-doc509417-cr101255/download/%252FReport%252F101255%252FDocument%252F509417%252Fcr_101255_1.pdf
"
PL 195, OER DURHAM RANCH 316, WELL COMPLETION REPORT
",https://geoscience.data.qld.gov.au/data/dataset/77a5c725-6684-4135-b335-e657aa15204f/resource/geo-doc509676-cr101242/download/%252FReport%252F101242%252FDocument%252F509676%252Fcr_101242_1.pdf
"
PL 195, OER DURHAM RANCH 105, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/83962/cr_83962_1.pdf
"
PL 195, OER DURHAM RANCH 278, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/85891/cr_85891_1.pdf
"
PL 195, OER DURHAM RANCH 293, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/84998/cr_84998_1.pdf
"
PL 195, OER DURHAM RANCH 279, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/84431/cr_84431_1.pdf
"
PL 203, OER DURHAM RANCH 126, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/83407/cr_83407_1.pdf
"
PL 195, OER DURHAM RANCH 104, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/83961/cr_83961_1.pdf
"
PL 195, OER DURHAM RANCH 99, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/83430/cr_83430_1.pdf
"
PL 195, OER DURHAM RANCH 266, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/83066/cr_83066_1.pdf
"
PL 203, OER DURHAM RANCH 182, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/82562/cr_82562_1.pdf
"
PL 203, OER DURHAM RANCH 174, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/82389/cr_82389_1.pdf
"
PL 203, OER DURHAM RANCH 175, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/81295/cr_81295_1.pdf
"
PL 195, OER DURHAM RANCH 103, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/85539/cr_85539_1.pdf
"
PL 195, OER DURHAM RANCH 101, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/85247/cr_85247_1.pdf
"
PL 417, OER DURHAM RANCH 347, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/84407/cr_84407_1.pdf
"
PL 195, OER DURHAM RANCH 270, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/83963/cr_83963_1.pdf
"
PL 195, OER DURHAM RANCH 100, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/83959/cr_83959_1.pdf
"
PL 417, OER DURHAM RANCH 358, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/83964/cr_83964_1.pdf
"
PL 195, OER DURHAM RANCH 102, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/83960/cr_83960_1.pdf
"
PL 203, OER DURHAM RANCH 93, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/83418/cr_83418_1.pdf
"
PL 195, OER DURHAM RANCH 265, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/83428/cr_83428_1.pdf
"
PL 203, OER DURHAM RANCH 94, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/83419/cr_83419_1.pdf
"
PL 195, OER DURHAM RANCH 276, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/83412/cr_83412_1.pdf
"
PL 203, OER DURHAM RANCH 124, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/83420/cr_83420_1.pdf
"
PL 203, OER DURHAM RANCH 179, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/82617/cr_82617_1.pdf
"
PL 203, OER DURHAM RANCH 180, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/82561/cr_82561_1.pdf
"
PL 195, OER DURHAM RANCH 106, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/82744/cr_82744_1.pdf
"
PL 203, OER DURHAM RANCH 183, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/82616/cr_82616_1.pdf
"
PL 195, OER DURHAM RANCH 107, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/82560/cr_82560_1.pdf
"
PL 203, OER DURHAM RANCH 108, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/82207/cr_82207_1.pdf
"
PL 203, OER DURHAM RANCH 176, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/81552/cr_81552_1.pdf
"
PL 203, OER DURHAM RANCH 186, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/81286/cr_81286_1.pdf
"
PL 203, OER DURHAM RANCH 185, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/81284/cr_81284_1.pdf
"
PL 203, OER DURHAM RANCH 189, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80785/cr_80785_1.pdf
"
PL 203, OER DURHAM RANCH 191, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80765/cr_80765_1.pdf
"
PL 203, AUS DURHAM RANCH 132, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80418/cr_80418_1.pdf
"
PL 203, AUS DURHAM RANCH 155, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/78366/cr_78366_1.pdf
"
PL 203, AUS DURHAM RANCH 136, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/78367/cr_78367_1.pdf
"
PL 203, AUS DURHAM RANCH 130, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/77959/cr_77959_1.pdf
"
PL 195, AUS DURHAM RANCH 111, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/75949/cr_75949_1.pdf
"
PL 195, AUS DURHAM RANCH 260, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/75850/cr_75850_1.pdf
"
PL 203, OER DURHAM RANCH 181, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80591/cr_80591_1.pdf
"
PL 203, AUS DURHAM RANCH 134, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80536/cr_80536_1.pdf
"
PL 203, OER DURHAM RANCH 165, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80590/cr_80590_1.pdf
"
PL 203, AUS DURHAM RANCH 166, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80419/cr_80419_1.pdf
"
PL 203, AUS DURHAM RANCH 138, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/79937/cr_79937_1.pdf
"
PL 203, AUS DURHAM RANCH 162, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/79938/cr_79938_1.pdf
"
PL 203, AUS DURHAM RANCH 154, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/79146/cr_79146_1.pdf
"
PL 203, AUS DURHAM RANCH 117, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/77873/cr_77873_1.pdf
"
PL 203, AUS DURHAM RANCH 112, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/76996/cr_76996_3.pdf
"
PL 195, AUS DURHAM RANCH 263, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/77023/cr_77023_1.pdf
"
PL 195, AUS DURHAM RANCH 109, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/75809/cr_75809_1.pdf
"
PL 195, AUS DURHAM RANCH 261, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/75819/cr_75819_1.pdf
"
PL 203, AUS DURHAM RANCH 199, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80531/cr_80531_1.pdf
"
PL 203, AUS DURHAM RANCH 167, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80528/cr_80528_1.pdf
"
PL 203, AUS DURHAM RANCH 198, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80572/cr_80572_1.pdf
"
PL 203, AUS DURHAM RANCH 168, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80420/cr_80420_1.pdf
"
PL 203, AUS DURHAM RANCH 133, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80529/cr_80529_1.pdf
"
PL 203, AUS DURHAM RANCH 190, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80527/cr_80527_1.pdf
"
PL 203, AUS DURHAM RANCH 177, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80000/cr_80000_1.pdf
"
PL 203, AUS DURHAM RANCH 131, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80002/cr_80002_1.pdf
"
PL 203, AUS DURHAM RANCH 161, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/80001/cr_80001_1.pdf
"
PL 203, AUS DURHAM RANCH 239, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/79502/cr_79502_1.pdf
"
PL 203, AUS DURHAM RANCH 84, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/78666/cr_78666_1.pdf
"
PL 203, AUS DURHAM RANCH 173, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/79392/cr_79392_1.pdf
"
PL 203, AUS DURHAM RANCH 135, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/78368/cr_78368_1.pdf
"
PL 203, AUS DURHAM RANCH 153, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/77940/cr_77940_1.pdf
"
PL 203, AUS DURHAM RANCH 72, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/78094/cr_78094_1.pdf
"
PL 195, AUS DURHAM RANCH 262, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/76906/cr_76906_1.pdf
"
PL 195, AUS DURHAM RANCH 110, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/76759/cr_76759_1.pdf
"
PL 195, AUS DURHAM RANCH 83, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/71944/cr_71944_1.pdf
"
PL 203, AUS DURHAM RANCH 164, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/71948/cr_71948_1.pdf
"
PL 203, AUS DURHAM RANCH 241, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/71210/cr_71210_1.pdf
"
PL 203, AUS DURHAM RANCH 159, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/70874/cr_70874_1.pdf
"
PL 203, AUS DURHAM RANCH 119, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/71947/cr_71947_1.pdf
"
PL 203, AUS DURHAM RANCH 121, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/71209/cr_71209_1.pdf
"
PL 203, AUS DURHAM RANCH 163, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/71943/cr_71943_1.pdf
"
PL 203, AUS DURHAM RANCH 82, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/71722/cr_71722_1.pdf
"
PL 203, AUS DURHAM RANCH 157, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/71010/cr_71010_1.pdf
"
PL 203, AUS DURHAM RANCH 123, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/71070/cr_71070_1.pdf
"
PL 203, AUS DURHAM RANCH 156, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/70932/cr_70932_1.pdf
"
PL 203, AUS DURHAM RANCH 120, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/71077/cr_71077_1.pdf
"
PL 203, AUS DURHAM RANCH 125, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/70728/cr_70728_1.pdf
"
PL 203, AUS DURHAM RANCH 158, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/70873/cr_70873_1.pdf
"
PL 203, AUS DURHAM RANCH 151, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/70892/cr_70892_1.pdf
"
PL 195, OEC DURHAM RANCH 95, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/63279/cr_63279_1.pdf
"
PL 195, OEC DURHAM RANCH 98, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/63277/cr_63277_1.pdf
"
PL 195, OEC DURHAM RANCH 96, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/63280/cr_63280_1.pdf
"
PL 195, OEC DURHAM RANCH 71, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/60173/cr_60173_1.pdf
"
PL 195, OEC DURHAM RANCH 53, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/60175/cr_60175_1.pdf
"
PL 195, OEC DURHAM RANCH 74, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/60176/cr_60176_1.pdf
"
PL 195, OEC DURHAM RANCH 39, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/60174/cr_60174_1.pdf
"
PL 195, OEC DURHAM RANCH 92, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/59515/cr_59515_1.pdf
"
PL 195, OEC DURHAM RANCH 80, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/59513/cr_59513_1.pdf
"
PL 195, OEC DURHAM RANCH 97, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/58084/cr_58084_1.pdf
"
PL 195, OEC DURHAM RANCH 70, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/56973/cr_56973_1.pdf
"
PL 203, OEC DURHAM RANCH 85, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/54809/cr_54809_1.pdf
"
PL 195, OEC DURHAM RANCH 33, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/56607/cr_56607_1.pdf
"
PL 195, OEC DURHAM RANCH 81, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/53838/cr_53838_1.pdf
"
PL 195, OEC DURHAM RANCH 37, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/52141/cr_52141_1.pdf
"
PL 195, OEC DURHAM RANCH 73, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/49532/cr_49532_1.pdf
"
PL 203, OEC DURHAM RANCH 90, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/49689/cr_49689_1.pdf
"
PL 203, OEC DURHAM RANCH 91, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/46717/cr_46717_1.pdf
"
PL 195, OEC DURHAM RANCH 75, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/44553/cr_44553_1.pdf
"
PL 195, OEC DURHAM RANCH 79, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/43885/cr_43885_1.pdf
"
PL 195, OEC DURHAM RANCH 78, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/43884/cr_43884_1.pdf
"
PL 195, OEC DURHAM RANCH 76, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/43883/cr_43883_1.pdf
"
PL 195, OEC DURHAM RANCH 52, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/43367/cr_43367_1.pdf
"
PL 195, OEC DURHAM RANCH 38, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/42984/cr_42984_1.pdf
"
PL 195, OCA DURHAM RANCH 30, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/42927/cr_42927_1.pdf
"
PL 195, OCA DURHAM RANCH 23, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/43068/cr_43068_1.pdf
"
PL 195, OEC DURHAM RANCH 41, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/42965/cr_42965_1.pdf
"
PL 195, OEC DURHAM RANCH 43, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/42930/cr_42930_1.pdf
"
PL 195, OCA DURHAM RANCH 32, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/42928/cr_42928_1.pdf
"
PL 195, OCA DURHAM RANCH 29, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/43376/cr_43376_1.pdf
"
PL 195, OEC DURHAM RANCH 51, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/43377/cr_43377_1.pdf
"
PL 195, OEC DURHAM RANCH 61, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/43378/cr_43378_1.pdf
"
PL 195, OCA DURHAM RANCH 24, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/43069/cr_43069_1.pdf
"
PL 195, OEC DURHAM RANCH 50, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/42931/cr_42931_1.pdf
"
PL 195, OCA DURHAM RANCH 27, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/42903/cr_42903_1.pdf
"
PL 195, OEC DURHAM RANCH 57, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/42932/cr_42932_1.pdf
"
PL 195, OEC DURHAM RANCH 42, WELL COMPLETION REPORT
",https://gsq-horizon.s3-ap-southeast-2.amazonaws.com/QDEX/43206/cr_43206_1.pdf
